SeqOrder,sourceID,timediff,PTAB,BodyGroup_from,BodyGroup_to
18,4,342.0,-716600,1,1
19,5,347.0,-716600,1,1
20,7,351.0,-716600,1,1
21,4,353.0,-1496150,1,1
22,5,354.0,-1496150,1,1
0,10,369.0,-1496150,1,1
1,11,0.0,-1496150,1,1
2,6,24.0,-1496150,1,1
3,4,42.0,-1592900,1,1
4,5,51.0,-1592900,1,1
5,5,76.0,-1592900,1,1
6,1,76.0,-1592900,1,1
7,1,78.0,-1592900,1,1
8,5,85.0,-1592900,1,1
9,1,101.0,-1592900,1,1
10,4,114.0,250,1,1
11,5,116.0,250,1,1
12,1,121.0,250,1,1
13,1,122.0,250,1,1
14,1,124.0,250,1,1
15,5,125.0,250,1,1
16,5,126.0,250,1,1
17,1,127.0,250,1,1
18,4,165.0,50,1,1
19,5,174.0,50,1,1
20,7,185.0,50,1,1
21,13,215.0,50,1,1
22,9,216.0,50,1,1
23,4,229.00000000000003,-1415150,1,1
24,5,229.00000000000003,-1415150,1,1
0,10,245.00000000000003,-1415150,1,1
1,11,0.0,-1415150,1,1
2,6,29.000000000000004,-1415150,1,1
3,4,32.0,-1591900,1,1
4,13,38.0,-1591900,1,1
5,9,39.0,-1591900,1,1
6,5,41.0,-1591900,1,1
7,1,49.0,-1591900,1,1
8,5,51.0,-1591900,1,1
9,4,96.0,700,1,1
10,5,97.0,700,1,1
11,5,106.0,700,1,1
12,4,106.0,-1100,1,1
13,5,107.0,-1100,1,1
14,1,174.0,-1100,1,1
15,1,175.0,-1100,1,1
16,1,176.0,-1100,1,1
17,4,240.00000000000003,-50,1,1
18,5,248.00000000000003,-50,1,1
19,7,254.00000000000003,-50,1,1
20,4,254.00000000000003,-1394100,1,1
21,5,255.00000000000003,-1394100,1,1
0,10,270.0,-1394100,1,1
1,11,0.0,-1394100,1,8
2,4,3.0,-1426850,1,8
3,5,8.0,-1426850,1,8
0,10,51.0,-1426850,1,8
1,11,0.0,-1426850,8,1
2,4,54.0,-1740100,8,1
3,6,58.00000000000001,-1740100,8,1
4,5,64.0,-1740100,8,1
5,1,92.0,-1740100,8,1
6,1,93.0,-1740100,8,1
7,5,103.0,-1740100,8,1
8,5,191.0,-1740100,8,1
9,13,293.0,-1740100,8,1
10,9,293.0,-1740100,8,1
11,1,345.0,-1740100,8,1
12,4,385.0,150,8,1
13,5,393.0,150,8,1
14,7,401.0,150,8,1
15,4,405.0,-1414050,8,1
16,5,406.0,-1414050,8,1
0,10,421.0,-1414050,8,1
1,11,0.0,-1414050,1,1
2,4,11.0,-1671100,1,1
3,6,13.0,-1671100,1,1
4,5,21.0,-1671100,1,1
5,13,30.000000000000004,-1671100,1,1
6,9,31.000000000000004,-1671100,1,1
7,1,31.000000000000004,-1671100,1,1
8,5,32.0,-1671100,1,1
9,5,75.0,-1671100,1,1
10,4,75.0,300,1,1
11,5,77.0,300,1,1
12,1,98.0,300,1,1
13,1,99.0,300,1,1
14,4,127.0,50,1,1
15,5,135.0,50,1,1
16,4,137.0,-1444150,1,1
17,5,137.0,-1444150,1,1
18,6,139.0,-1444150,1,1
19,7,139.0,-1444150,1,1
0,10,153.0,-1444150,1,1
1,11,0.0,-1444150,1,1
2,6,11.0,-1444150,1,1
3,4,18.0,-1508100,1,1
4,13,25.0,-1508100,1,1
5,9,26.0,-1508100,1,1
6,5,27.0,-1508100,1,1
7,1,37.0,-1508100,1,1
8,5,45.0,-1508100,1,1
9,4,62.00000000000001,250,1,1
10,5,63.00000000000001,250,1,1
11,5,72.0,250,1,1
12,4,72.0,-3050,1,1
13,5,73.0,-3050,1,1
14,1,95.0,-3050,1,1
15,4,139.0,0,1,1
16,5,147.0,0,1,1
17,4,149.0,-1394100,1,1
18,5,150.0,-1394100,1,1
19,7,150.0,-1394100,1,1
0,10,164.0,-1394100,1,1
1,11,0.0,-1394100,1,10
2,4,2.0,-1646150,1,10
3,6,4.0,-1646150,1,10
4,13,12.0,-1646150,1,10
5,5,12.0,-1646150,1,10
6,9,12.0,-1646150,1,10
7,1,25.0,-1646150,1,10
8,5,44.0,-1646150,1,10
9,5,72.0,-1646150,1,10
10,5,92.0,-1646150,1,10
11,4,92.0,1000,1,10
12,5,93.0,1000,1,10
13,1,101.0,1000,1,10
14,1,103.0,1000,1,10
15,4,120.0,150,1,10
16,5,126.0,150,1,10
17,8,129.0,150,1,10
18,4,129.0,-863250,1,10
19,5,134.0,-863250,1,10
20,6,148.0,-863250,1,10
21,6,150.0,-863250,1,10
22,6,152.0,-863250,1,10
23,6,155.0,-863250,1,10
24,6,156.0,-863250,1,10
25,6,157.0,-863250,1,10
0,10,162.0,-863250,1,10
1,11,0.0,-863250,10,7
2,4,20.0,-1597800,10,7
3,5,30.000000000000004,-1597800,10,7
4,6,44.0,-1597800,10,7
5,1,71.0,-1597800,10,7
6,1,72.0,-1597800,10,7
7,5,81.0,-1597800,10,7
8,1,217.0,-1597800,10,7
9,4,234.00000000000003,800,10,7
10,5,235.00000000000003,800,10,7
11,5,243.00000000000003,800,10,7
12,4,255.00000000000003,150,10,7
13,5,256.0,150,10,7
14,4,259.0,150,10,7
15,5,264.0,150,10,7
16,4,264.0,-715950,10,7
17,5,271.0,-715950,10,7
18,8,271.0,-715950,10,7
19,4,272.0,-785950,10,7
20,5,277.0,-785950,10,7
21,7,284.0,-785950,10,7
22,13,354.0,-785950,10,7
23,9,354.0,-785950,10,7
0,10,373.0,-785950,10,7
1,11,0.0,-785950,7,2
2,6,50.0,-785950,7,2
3,4,55.0,-1710050,7,2
4,5,65.0,-1710050,7,2
5,1,76.0,-1710050,7,2
6,5,104.0,-1710050,7,2
7,1,197.0,-1710050,7,2
8,4,614.0,300,7,2
9,5,616.0,300,7,2
10,5,628.0,300,7,2
11,1,714.0,300,7,2
12,4,783.0,-2500,7,2
13,5,785.0,-2500,7,2
14,4,786.0,-187700,7,2
15,5,788.0,-187700,7,2
16,8,789.0,-187700,7,2
17,4,789.0,-234250,7,2
18,5,794.0,-234250,7,2
19,13,801.0,-234250,7,2
20,9,802.0,-234250,7,2
21,6,810.0,-234250,7,2
22,6,811.0,-234250,7,2
23,7,812.0,-234250,7,2
0,10,823.0,-234250,7,2
1,11,0.0,-234250,2,2
2,6,90.0,-234250,2,2
3,4,95.0,-1013000,2,2
4,5,102.0,-1013000,2,2
5,5,131.0,-1013000,2,2
6,5,140.0,-1013000,2,2
7,4,318.0,450,2,2
8,5,319.0,450,2,2
9,5,330.0,450,2,2
10,13,348.0,450,2,2
11,9,348.0,450,2,2
12,1,453.0,450,2,2
13,4,483.00000000000006,-100,2,2
14,5,486.00000000000006,-100,2,2
15,4,487.00000000000006,-269300,2,2
16,5,487.00000000000006,-269300,2,2
17,8,495.00000000000006,-269300,2,2
18,4,495.00000000000006,-272000,2,2
19,5,500.00000000000006,-272000,2,2
20,6,506.00000000000006,-272000,2,2
21,7,507.00000000000006,-272000,2,2
22,2,519.0,-272000,2,2
0,10,519.0,-272000,2,2
1,11,0.0,-272000,2,2
2,6,19.0,-272000,2,2
3,4,23.0,-1051150,2,2
4,5,30.000000000000004,-1051150,2,2
5,5,47.0,-1051150,2,2
6,1,171.0,-1051150,2,2
7,1,209.0,-1051150,2,2
8,13,444.0,-1051150,2,2
9,9,445.0,-1051150,2,2
10,4,999.0,300,2,2
11,5,1001.0,300,2,2
12,5,1008.0,300,2,2
13,5,1009.0,300,2,2
14,4,1154.0,150,2,2
15,5,1158.0,150,2,2
16,4,1169.0,-458000,2,2
17,5,1171.0,-458000,2,2
18,8,1171.0,-458000,2,2
19,4,1172.0,-473100,2,2
20,5,1177.0,-473100,2,2
21,7,1186.0,-473100,2,2
22,2,1199.0,-473100,2,2
0,10,1199.0,-473100,2,2
1,11,0.0,-473100,2,7
2,6,4.0,-473100,2,7
3,4,9.0,-1252150,2,7
4,5,16.0,-1252150,2,7
5,1,24.0,-1252150,2,7
6,5,27.0,-1252150,2,7
7,5,47.0,-1252150,2,7
8,4,158.0,-300,2,7
9,5,159.0,-300,2,7
10,5,172.0,-300,2,7
11,1,246.00000000000003,-300,2,7
12,13,265.0,-300,2,7
13,9,265.0,-300,2,7
14,4,295.0,200,2,7
15,5,300.0,200,2,7
16,4,301.0,-862600,2,7
17,5,303.0,-862600,2,7
18,8,307.0,-862600,2,7
19,4,308.0,-943150,2,7
20,5,314.0,-943150,2,7
21,4,319.0,-1682450,2,7
22,5,322.0,-1682450,2,7
23,6,332.0,-1682450,2,7
24,7,333.0,-1682450,2,7
25,6,335.0,-1682450,2,7
26,7,336.0,-1682450,2,7
0,10,346.0,-1682450,2,7
1,11,0.0,-1682450,7,1
2,6,17.0,-1682450,7,1
3,4,60.00000000000001,-1782950,7,1
4,5,71.0,-1782950,7,1
5,1,82.0,-1782950,7,1
6,1,83.0,-1782950,7,1
7,5,91.0,-1782950,7,1
8,5,119.0,-1782950,7,1
9,13,240.00000000000003,-1782950,7,1
10,9,241.00000000000003,-1782950,7,1
11,5,387.0,-1782950,7,1
12,4,387.0,2450,7,1
13,5,388.0,2450,7,1
14,4,398.0,50,7,1
15,5,398.0,50,7,1
16,6,399.0,50,7,1
17,6,400.0,50,7,1
18,6,401.0,50,7,1
19,1,513.0,50,7,1
20,1,514.0,50,7,1
21,1,515.0,50,7,1
22,1,517.0,50,7,1
23,4,552.0,-1000,7,1
24,5,560.0,-1000,7,1
25,7,570.0,-1000,7,1
26,4,572.0,-1388050,7,1
27,5,573.0,-1388050,7,1
0,10,588.0,-1388050,7,1
1,11,0.0,-1388050,1,1
2,6,22.0,-1388050,1,1
3,4,31.000000000000004,-1416950,1,1
4,5,39.0,-1416950,1,1
5,5,56.0,-1416950,1,1
6,1,60.00000000000001,-1416950,1,1
7,1,62.00000000000001,-1416950,1,1
8,5,80.0,-1416950,1,1
9,4,148.0,3050,1,1
10,5,149.0,3050,1,1
11,5,162.0,3050,1,1
12,1,254.00000000000003,3050,1,1
13,1,256.0,3050,1,1
14,4,299.0,100,1,1
15,5,308.0,100,1,1
16,7,310.0,100,1,1
17,13,333.0,100,1,1
18,9,334.0,100,1,1
19,4,337.0,-1415100,1,1
20,5,338.0,-1415100,1,1
0,10,354.0,-1415100,1,1
1,11,0.0,-1415100,1,3
2,6,59.00000000000001,-1415100,1,3
3,4,65.0,-1533200,1,3
4,5,74.0,-1533200,1,3
5,1,85.0,-1533200,1,3
6,5,134.0,-1533200,1,3
7,1,172.0,-1533200,1,3
8,1,173.0,-1533200,1,3
9,4,192.0,300,1,3
10,5,194.0,300,1,3
11,5,196.0,300,1,3
12,4,246.00000000000003,550,1,3
13,5,247.00000000000003,550,1,3
14,5,256.0,550,1,3
15,4,256.0,-3350,1,3
16,5,257.0,-3350,1,3
17,1,260.0,-3350,1,3
18,1,294.0,-3350,1,3
19,4,303.0,200,1,3
20,5,310.0,200,1,3
21,7,319.0,200,1,3
22,13,327.0,200,1,3
23,9,328.0,200,1,3
24,2,345.0,200,1,3
0,10,345.0,200,1,3
1,11,0.0,200,3,10
2,6,4.0,200,3,10
3,4,9.0,-992900,3,10
4,1,16.0,-992900,3,10
5,5,17.0,-992900,3,10
6,5,29.000000000000004,-992900,3,10
7,1,45.0,-992900,3,10
8,4,73.0,400,3,10
9,5,74.0,400,3,10
10,5,87.0,400,3,10
11,4,87.0,300,3,10
12,5,88.0,300,3,10
13,1,130.0,300,3,10
14,4,135.0,-2400,3,10
15,5,142.0,-2400,3,10
16,7,149.0,-2400,3,10
17,13,165.0,-2400,3,10
18,9,166.0,-2400,3,10
0,10,181.0,-2400,3,10
1,11,0.0,-2400,10,10
2,6,4.0,-2400,10,10
3,4,9.0,-1139050,10,10
4,5,17.0,-1139050,10,10
5,1,21.0,-1139050,10,10
6,5,38.0,-1139050,10,10
7,5,45.0,-1139050,10,10
8,5,54.0,-1139050,10,10
9,4,127.0,150,10,10
10,5,129.0,150,10,10
11,5,141.0,150,10,10
12,4,141.0,-350,10,10
13,5,142.0,-350,10,10
14,1,186.0,-350,10,10
15,4,191.0,50,10,10
16,5,198.0,50,10,10
17,7,205.0,50,10,10
18,13,219.0,50,10,10
19,9,219.0,50,10,10
0,10,233.00000000000003,50,10,10
1,11,0.0,50,10,3
2,6,5.0,50,10,3
3,4,11.0,-1130850,10,3
4,5,18.0,-1130850,10,3
5,1,21.0,-1130850,10,3
6,5,36.0,-1130850,10,3
7,5,38.0,-1130850,10,3
8,4,105.0,500,10,3
9,5,107.0,500,10,3
10,5,119.0,500,10,3
11,4,119.0,-850,10,3
12,5,120.0,-850,10,3
13,1,140.0,-850,10,3
14,4,150.0,0,10,3
15,5,156.0,0,10,3
16,7,163.0,0,10,3
17,13,176.0,0,10,3
18,9,176.0,0,10,3
19,2,192.0,0,10,3
0,10,192.0,0,10,3
1,11,0.0,0,3,7
2,6,11.0,0,3,7
3,4,16.0,-1003900,3,7
4,5,22.0,-1003900,3,7
5,1,23.0,-1003900,3,7
6,5,35.0,-1003900,3,7
7,1,53.0,-1003900,3,7
8,1,54.0,-1003900,3,7
9,13,123.0,-1003900,3,7
10,9,123.0,-1003900,3,7
11,5,161.0,-1003900,3,7
12,1,188.0,-1003900,3,7
13,4,193.0,150,3,7
14,5,199.0,150,3,7
15,7,214.0,150,3,7
16,2,234.00000000000003,150,3,7
0,10,234.00000000000003,150,3,7
1,11,0.0,150,7,10
2,6,10.0,150,7,10
3,4,14.0,-1040100,7,10
4,5,21.0,-1040100,7,10
5,5,38.0,-1040100,7,10
6,1,91.0,-1040100,7,10
7,1,92.0,-1040100,7,10
8,1,105.0,-1040100,7,10
9,1,106.0,-1040100,7,10
10,4,223.0,350,7,10
11,5,224.0,350,7,10
12,5,237.00000000000003,350,7,10
13,1,754.0,350,7,10
14,4,761.0,50,7,10
15,5,767.0,50,7,10
16,4,768.0,-1104050,7,10
17,5,775.0,-1104050,7,10
18,4,780.0,50,7,10
19,5,787.0,50,7,10
20,7,798.0,50,7,10
21,13,810.0,50,7,10
22,9,811.0,50,7,10
0,10,826.0,50,7,10
1,11,0.0,50,10,10
2,6,19.0,50,10,10
3,4,28.0,-1138850,10,10
4,5,36.0,-1138850,10,10
5,1,38.0,-1138850,10,10
6,5,100.0,-1138850,10,10
7,5,176.0,-1138850,10,10
8,4,176.0,300,10,10
9,5,178.0,300,10,10
10,5,471.00000000000006,300,10,10
11,5,522.0,300,10,10
12,1,964.0,300,10,10
13,4,981.0,150,10,10
14,5,988.0,150,10,10
15,7,1000.0,150,10,10
16,13,1015.0,150,10,10
17,9,1015.0,150,10,10
0,10,1029.0,150,10,10
1,11,0.0,150,10,10
2,6,37.0,150,10,10
3,4,42.0,-1164900,10,10
4,5,49.0,-1164900,10,10
5,1,61.00000000000001,-1164900,10,10
6,5,147.0,-1164900,10,10
7,5,172.0,-1164900,10,10
8,1,383.0,-1164900,10,10
9,13,628.0,-1164900,10,10
10,9,628.0,-1164900,10,10
11,4,664.0,700,10,10
12,5,665.0,700,10,10
13,5,675.0,700,10,10
14,4,675.0,-1450,10,10
15,1,682.0,-1450,10,10
16,4,718.0,0,10,10
17,5,718.0,0,10,10
18,4,720.0,-200,10,10
19,5,726.0,-200,10,10
20,4,727.0,-763100,10,10
21,5,728.0,-763100,10,10
22,8,729.0,-763100,10,10
23,4,729.0,-767050,10,10
24,5,735.0,-767050,10,10
25,7,751.0,-767050,10,10
26,2,775.0,-767050,10,10
0,10,775.0,-767050,10,10
1,11,0.0,-767050,10,10
2,4,19.0,-1597100,10,10
3,6,23.0,-1597100,10,10
4,5,29.000000000000004,-1597100,10,10
5,1,50.0,-1597100,10,10
6,5,58.00000000000001,-1597100,10,10
7,4,101.0,250,10,10
8,5,103.0,250,10,10
9,5,112.0,250,10,10
10,1,113.0,250,10,10
11,4,178.0,-50,10,10
12,5,182.0,-50,10,10
13,4,184.0,-684000,10,10
14,5,186.0,-684000,10,10
15,8,187.0,-684000,10,10
16,4,187.0,-734000,10,10
17,5,193.0,-734000,10,10
18,7,206.0,-734000,10,10
19,13,231.00000000000003,-734000,10,10
20,9,232.00000000000003,-734000,10,10
21,2,273.0,-734000,10,10
0,10,273.0,-734000,10,10
1,11,0.0,-734000,10,10
2,6,5.0,-734000,10,10
3,4,10.0,-1593100,10,10
4,5,19.0,-1593100,10,10
5,1,29.000000000000004,-1593100,10,10
6,1,30.000000000000004,-1593100,10,10
7,5,39.0,-1593100,10,10
8,4,80.0,2850,10,10
9,5,81.0,2850,10,10
10,1,89.0,2850,10,10
11,5,91.0,2850,10,10
12,5,92.0,2850,10,10
13,4,109.0,-50,10,10
14,5,115.0,-50,10,10
15,8,117.0,-50,10,10
16,4,117.0,-848400,10,10
17,5,122.0,-848400,10,10
18,7,129.0,-848400,10,10
19,13,144.0,-848400,10,10
20,9,144.0,-848400,10,10
21,2,166.0,-848400,10,10
0,10,166.0,-848400,10,10
1,11,0.0,-848400,6,6
2,6,54.0,-848400,6,6
3,4,60.00000000000001,-1495150,6,6
4,5,70.0,-1495150,6,6
5,5,85.0,-1495150,6,6
6,1,177.0,-1495150,6,6
7,4,183.0,750,6,6
8,5,184.0,750,6,6
9,5,194.0,750,6,6
10,4,209.0,100,6,6
11,7,216.0,100,6,6
12,5,218.0,100,6,6
13,13,223.0,100,6,6
14,9,223.0,100,6,6
0,10,239.00000000000003,100,6,6
1,11,0.0,100,6,6
2,6,4.0,100,6,6
3,4,10.0,-1495200,6,6
4,5,19.0,-1495200,6,6
5,5,30.000000000000004,-1495200,6,6
6,1,140.0,-1495200,6,6
7,1,141.0,-1495200,6,6
8,4,156.0,600,6,6
9,5,157.0,600,6,6
10,5,164.0,600,6,6
11,4,173.0,150,6,6
12,5,179.0,150,6,6
13,4,179.0,-764450,6,6
14,5,181.0,-764450,6,6
15,8,181.0,-764450,6,6
16,4,182.0,-749700,6,6
17,5,187.0,-749700,6,6
18,7,191.0,-749700,6,6
19,13,233.00000000000003,-749700,6,6
20,9,234.00000000000003,-749700,6,6
0,10,253.00000000000003,-749700,6,6
1,11,0.0,-749700,6,6
2,4,1.0,-1528950,6,6
3,6,3.0,-1528950,6,6
4,5,10.0,-1528950,6,6
5,5,24.0,-1528950,6,6
6,1,117.0,-1528950,6,6
7,4,134.0,450,6,6
8,5,135.0,450,6,6
9,5,144.0,450,6,6
10,4,159.0,100,6,6
11,5,165.0,100,6,6
12,4,165.0,-671200,6,6
13,5,166.0,-671200,6,6
14,4,166.0,-673050,6,6
15,5,167.0,-673050,6,6
16,4,167.0,-672900,6,6
17,5,170.0,-672900,6,6
18,8,172.0,-672900,6,6
19,4,172.0,-758700,6,6
20,5,177.0,-758700,6,6
21,7,178.0,-758700,6,6
22,13,196.0,-758700,6,6
23,9,197.0,-758700,6,6
0,10,212.0,-758700,6,6
1,11,0.0,-758700,6,6
2,6,10.0,-758700,6,6
3,4,29.000000000000004,-1538100,6,6
4,5,38.0,-1538100,6,6
5,5,47.0,-1538100,6,6
6,4,901.0,750,6,6
7,5,902.0,750,6,6
8,1,904.0,750,6,6
9,5,911.0,750,6,6
10,4,929.0,100,6,6
11,5,938.0,100,6,6
12,7,938.0,100,6,6
13,13,972.0,100,6,6
14,9,973.0,100,6,6
15,2,992.0,100,6,6
0,10,992.0,100,6,6
1,11,0.0,100,6,1
2,6,24.0,100,6,1
3,4,27.0,-1495100,6,1
4,5,36.0,-1495100,6,1
5,5,52.0,-1495100,6,1
6,1,99.0,-1495100,6,1
7,1,102.0,-1495100,6,1
8,4,143.0,250,6,1
9,5,144.0,250,6,1
10,5,148.0,250,6,1
11,5,153.0,250,6,1
12,1,177.0,250,6,1
13,1,203.0,250,6,1
14,4,238.00000000000003,50,6,1
15,5,242.00000000000003,50,6,1
16,4,242.00000000000003,-545700,6,1
17,5,244.00000000000003,-545700,6,1
18,4,244.00000000000003,-592700,6,1
19,5,247.00000000000003,-592700,6,1
20,8,247.00000000000003,-592700,6,1
21,4,247.00000000000003,-615950,6,1
22,5,253.00000000000003,-615950,6,1
23,7,258.0,-615950,6,1
24,13,264.0,-615950,6,1
25,9,264.0,-615950,6,1
26,4,269.0,-1395050,6,1
27,5,270.0,-1395050,6,1
0,10,287.0,-1395050,6,1
1,11,0.0,-1395050,1,1
2,6,5.0,-1395050,1,1
3,4,11.0,-1663050,1,1
4,5,21.0,-1663050,1,1
5,1,26.0,-1663050,1,1
6,1,35.0,-1663050,1,1
7,5,58.00000000000001,-1663050,1,1
8,4,115.0,350,1,1
9,5,116.0,350,1,1
10,5,129.0,350,1,1
11,4,129.0,-1350,1,1
12,5,130.0,-1350,1,1
13,1,218.0,-1350,1,1
14,4,264.0,-50,1,1
15,7,271.0,-50,1,1
16,5,272.0,-50,1,1
17,13,280.0,-50,1,1
18,9,281.0,-50,1,1
19,4,285.0,-1415050,1,1
20,5,286.0,-1415050,1,1
0,10,301.0,-1415050,1,1
1,11,0.0,-1415050,1,10
2,6,33.0,-1415050,1,10
3,4,37.0,-1468100,1,10
4,5,45.0,-1468100,1,10
5,5,82.0,-1468100,1,10
6,4,147.0,1800,1,10
7,5,148.0,1800,1,10
8,5,151.0,1800,1,10
9,4,151.0,-750,1,10
10,5,152.0,-750,1,10
11,5,162.0,-750,1,10
12,1,171.0,-750,1,10
13,1,173.0,-750,1,10
14,5,209.0,-750,1,10
15,5,210.0,-750,1,10
16,4,210.0,100,1,10
17,5,216.0,100,1,10
18,8,216.0,100,1,10
19,4,217.0,-802900,1,10
20,5,218.0,-802900,1,10
21,4,219.0,-814650,1,10
22,5,224.0,-814650,1,10
23,7,226.0,-814650,1,10
24,13,231.00000000000003,-814650,1,10
25,9,232.00000000000003,-814650,1,10
0,10,253.00000000000003,-814650,1,10
1,11,0.0,-814650,10,1
2,6,6.0,-814650,10,1
3,4,11.0,-1564050,10,1
4,5,20.0,-1564050,10,1
5,1,30.000000000000004,-1564050,10,1
6,1,31.000000000000004,-1564050,10,1
7,5,34.0,-1564050,10,1
8,5,43.0,-1564050,10,1
9,4,105.0,3200,10,1
10,5,105.0,3200,10,1
11,5,118.0,3200,10,1
12,4,118.0,-1350,10,1
13,5,119.0,-1350,10,1
14,1,148.0,-1350,10,1
15,1,159.0,-1350,10,1
16,4,304.0,-100,10,1
17,5,309.0,-100,10,1
18,8,309.0,-100,10,1
19,4,310.0,-674250,10,1
20,5,311.0,-674250,10,1
21,8,311.0,-674250,10,1
22,4,314.0,-717900,10,1
23,5,319.0,-717900,10,1
24,7,320.0,-717900,10,1
25,13,357.0,-717900,10,1
26,9,357.0,-717900,10,1
27,4,361.0,-1497150,10,1
28,5,362.0,-1497150,10,1
0,10,377.0,-1497150,10,1
1,11,0.0,-1497150,1,1
2,4,6.0,-1471850,1,1
3,6,11.0,-1471850,1,1
4,5,15.000000000000002,-1471850,1,1
5,1,49.0,-1471850,1,1
6,1,54.0,-1471850,1,1
7,5,61.00000000000001,-1471850,1,1
8,5,68.0,-1471850,1,1
9,1,105.0,-1471850,1,1
10,4,139.0,500,1,1
11,5,141.0,500,1,1
12,5,151.0,500,1,1
13,1,213.0,500,1,1
14,1,265.0,500,1,1
15,1,266.0,500,1,1
16,4,339.0,150,1,1
17,5,343.0,150,1,1
18,8,345.0,150,1,1
19,4,349.0,-638300,1,1
20,5,354.0,-638300,1,1
21,7,363.0,-638300,1,1
22,13,376.0,-638300,1,1
23,9,377.0,-638300,1,1
24,4,381.0,-1417050,1,1
25,5,381.0,-1417050,1,1
26,6,386.0,-1417050,1,1
27,6,387.0,-1417050,1,1
28,6,390.0,-1417050,1,1
29,6,391.0,-1417050,1,1
0,10,396.0,-1417050,1,1
1,11,0.0,-1417050,1,10
2,6,14.0,-1417050,1,10
3,4,20.0,-1588150,1,10
4,5,29.000000000000004,-1588150,1,10
5,1,56.0,-1588150,1,10
6,1,57.0,-1588150,1,10
7,5,67.0,-1588150,1,10
8,5,115.0,-1588150,1,10
9,4,115.0,350,1,10
10,5,117.0,350,1,10
11,1,127.0,350,1,10
12,1,130.0,350,1,10
13,1,132.0,350,1,10
14,1,133.0,350,1,10
15,1,146.0,350,1,10
16,1,151.0,350,1,10
17,13,208.0,350,1,10
18,4,208.0,-300,1,10
19,9,208.0,-300,1,10
20,5,213.0,-300,1,10
21,4,213.0,-635750,1,10
22,5,216.0,-635750,1,10
23,4,217.0,-935650,1,10
24,5,219.0,-935650,1,10
25,4,219.0,-814150,1,10
26,5,221.0,-814150,1,10
27,8,221.0,-814150,1,10
28,4,223.0,-899650,1,10
29,5,228.0,-899650,1,10
30,7,242.00000000000003,-899650,1,10
0,10,257.0,-899650,1,10
1,11,0.0,-899650,10,1
2,6,3.0,-899650,10,1
3,4,10.0,-1548900,10,1
4,5,20.0,-1548900,10,1
5,5,28.0,-1548900,10,1
6,1,35.0,-1548900,10,1
7,1,37.0,-1548900,10,1
8,5,128.0,-1548900,10,1
9,5,146.0,-1548900,10,1
10,1,150.0,-1548900,10,1
11,1,151.0,-1548900,10,1
12,1,152.0,-1548900,10,1
13,1,154.0,-1548900,10,1
14,1,175.0,-1548900,10,1
15,1,176.0,-1548900,10,1
16,1,228.0,-1548900,10,1
17,1,231.00000000000003,-1548900,10,1
18,5,256.0,-1548900,10,1
19,4,257.0,650,10,1
20,5,257.0,650,10,1
21,5,261.0,650,10,1
22,4,261.0,-608550,10,1
23,5,264.0,-608550,10,1
24,8,265.0,-608550,10,1
25,4,265.0,-585600,10,1
26,13,270.0,-585600,10,1
27,5,270.0,-585600,10,1
28,9,271.0,-585600,10,1
29,7,276.0,-585600,10,1
30,4,278.0,-1364900,10,1
31,5,279.0,-1364900,10,1
0,10,293.0,-1364900,10,1
1,11,0.0,-1364900,1,1
2,6,20.0,-1364900,1,1
3,4,26.0,-1549050,1,1
4,5,29.000000000000004,-1549050,1,1
5,4,30.000000000000004,-1365200,1,1
6,5,38.0,-1365200,1,1
7,1,60.00000000000001,-1365200,1,1
8,5,66.0,-1365200,1,1
9,1,66.0,-1365200,1,1
10,1,67.0,-1365200,1,1
11,5,88.0,-1365200,1,1
12,4,131.0,550,1,1
13,5,132.0,550,1,1
14,5,144.0,550,1,1
15,4,144.0,-250,1,1
16,5,145.0,-250,1,1
17,1,187.0,-250,1,1
18,1,189.0,-250,1,1
19,4,348.0,-100,1,1
20,5,353.0,-100,1,1
21,4,353.0,-587550,1,1
22,5,356.0,-587550,1,1
23,8,358.0,-587550,1,1
24,4,358.0,-621050,1,1
25,5,363.0,-621050,1,1
26,7,370.0,-621050,1,1
27,13,389.0,-621050,1,1
28,9,389.0,-621050,1,1
29,4,393.0,-1400150,1,1
30,5,394.0,-1400150,1,1
0,10,409.0,-1400150,1,1
1,11,0.0,-1400150,1,1
2,6,8.0,-1400150,1,1
3,4,10.0,-1465100,1,1
4,5,19.0,-1465100,1,1
5,1,46.0,-1465100,1,1
6,5,47.0,-1465100,1,1
7,1,48.0,-1465100,1,1
8,5,70.0,-1465100,1,1
9,5,138.0,-1465100,1,1
10,4,138.0,600,1,1
11,5,139.0,600,1,1
12,1,141.0,600,1,1
13,1,142.0,600,1,1
14,1,169.0,600,1,1
15,1,170.0,600,1,1
16,4,197.0,100,1,1
17,8,201.0,100,1,1
18,5,201.0,100,1,1
19,4,201.0,-571400,1,1
20,5,202.0,-571400,1,1
21,4,203.0,-594600,1,1
22,8,204.0,-594600,1,1
23,5,205.0,-594600,1,1
24,4,206.0,-649200,1,1
25,5,211.0,-649200,1,1
26,7,212.0,-649200,1,1
27,13,217.0,-649200,1,1
28,9,218.0,-649200,1,1
29,4,222.0,-1422150,1,1
30,5,223.0,-1422150,1,1
0,10,238.00000000000003,-1422150,1,1
1,11,0.0,-1422150,1,1
2,6,29.000000000000004,-1422150,1,1
3,4,33.0,-1397950,1,1
4,5,35.0,-1397950,1,1
5,4,35.0,-1291700,1,1
6,5,43.0,-1291700,1,1
