Sequence, Step, Predicted_Proportion, Predicted_Increment, Predicted_Cumulative, GroundTruth_Increment, GroundTruth_Cumulative, LSTM_Predicted_TimeDiff, LSTM_Predicted_Cumulative, LSTM_Predicted_TotalTime, TimeDiff_Improvement_Abs, Cumulative_Improvement_Abs, decoded_sourceID, BodyGroup_to, BodyGroup_from, SN    , Row_Number
       0,    1,         0.042931177 ,         11.548487  ,           23.160145 , 14.0                 ,                   14.0,           20.715727    ,               20.715727  ,             0.057968218 , -4.264213852416992      , 2.444418147583008         , MRI_MSR_104     , SHOULDER    , KNEE          , 175651,         
       0,    2,         0.043497976 ,         11.700955  ,           34.8611   , 1.0                  ,                   15.0,           20.726475    ,               41.4422    ,             0.057968218 , -9.02551976196289       , -6.58109970703125         , MRI_FRR_257     , SHOULDER    , KNEE          , 175651,         
       0,    3,         0.043867406 ,         11.800332  ,           46.66143  , 9.0                  ,                   24.0,           20.726446    ,               62.168648  ,             0.057968218 , -8.9261141517334        , -15.507217766113278       , MRI_MSR_34      , SHOULDER    , KNEE          , 175651,         
       0,    4,         0.04441039  ,         11.946395  ,           58.607826 , 9.0                  ,                   33.0,           20.726007    ,               82.89465   ,             0.057968218 , -8.77961246154785       , -24.286827320312497       , MRI_FRR_264     , SHOULDER    , KNEE          , 175651,         
       0,    5,         0.044190302 ,         11.887192  ,           70.49502  , 24.0                 ,                   57.0,           20.726038    ,              103.62069   ,             0.057968218 , 8.838845979125976       , -33.12566939208985        , MRI_MPT_1005    , SHOULDER    , KNEE          , 175651,         
       0,    6,         0.044028077 ,         11.843553  ,           82.33857  , 6.0                  ,                   63.0,           20.725718    ,              124.346405  ,             0.057968218 , -8.882164544555664      , -42.00783502929687        , MRI_CCS_11      , SHOULDER    , KNEE          , 175651,         
       0,    7,         0.043856703 ,         11.797453  ,           94.136024 , 116.0                ,                  179.0,           20.721937    ,              145.06834   ,             0.057968218 , 8.924484179565425       , 50.93232011621093         , MRI_FRR_264     , SHOULDER    , KNEE          , 175651,         
       0,    8,         0.043376956 ,         11.668401  ,          105.80443  , 2.0                  ,                  181.0,           20.724161    ,              165.79251   ,             0.057968218 , -9.05576014807129       , 59.98808098632813         , MRI_FRR_257     , SHOULDER    , KNEE          , 175651,         
       0,    9,         0.043837614 ,         11.792318  ,          117.59675  , 13.0                 ,                  194.0,           20.712328    ,              186.50484   ,             0.057968218 , -6.50464595715332       , 68.90808703613281         , MRI_FRR_264     , SHOULDER    , KNEE          , 175651,         
       0,   10,         0.044006452 ,         11.837735  ,          129.43448  , 16.0                 ,                  210.0,           20.671982    ,              207.17682   ,             0.057968218 , -0.5097168115234378     , 77.74233884765624         , MRI_FRR_264     , SHOULDER    , KNEE          , 175651,         
       0,   11,         0.04379743  ,         11.781508  ,          141.21599  , 41.0                 ,                  251.0,           20.68587     ,              227.86269   ,             0.057968218 , 8.904361216918943       , 86.64669615722656         , MRI_CCS_11      , SHOULDER    , KNEE          , 175651,         
       0,   12,         0.043089136 ,         11.590978  ,          152.80696  , 5.0                  ,                  256.0,           20.457352    ,              248.32004   ,             0.057968218 , -8.866373684570313      , 95.51307784179689         , MRI_FRR_257     , SHOULDER    , KNEE          , 175651,         
       0,   13,         0.043106537 ,         11.595658  ,          164.40262  , 0.0                  ,                  256.0,           19.116348    ,              267.4364    ,             0.057968218 , -7.520690266601562      , 80.16097863281249         , MRI_FRR_264     , SHOULDER    , KNEE          , 175651,         
       0,   14,         0.04238122  ,         11.400548  ,          175.80316  , 1.0                  ,                  257.0,           12.685019    ,              280.12143   ,             0.057968218 , -1.2844705394287104     , 58.07541055664064         , MRI_FRR_257     , SHOULDER    , KNEE          , 175651,         
       0,   15,         0.04293012  ,         11.548202  ,          187.35136  , 0.0                  ,                  257.0,            0.7342891   ,              280.8557    ,             0.057968218 , 10.81391289029312       , 45.792927109375           , MRI_FRR_264     , SHOULDER    , KNEE          , 175651,         
       0,   16,         0.042779937 ,         11.507803  ,          198.85916  , 4.0                  ,                  261.0,            0.0         ,              280.8557    ,             0.057968218 , 3.507802999999999       , 42.285127109375           , MRI_FRR_257     , SHOULDER    , KNEE          , 175651,         
       0,   17,         0.043399796 ,         11.674545  ,          210.5337   , 0.0                  ,                  261.0,            0.0         ,              280.8557    ,             0.057968218 , 11.674545               , 30.61058710937499         , MRI_FRR_264     , SHOULDER    , KNEE          , 175651,         
       0,   18,         0.043206    ,         11.622414  ,          222.15613  , 1.0                  ,                  262.0,            0.0         ,              280.8557    ,             0.057968218 , 9.622414                , 20.98815710937501         , MRI_FRR_257     , SHOULDER    , KNEE          , 175651,         
       0,   19,         0.043594267 ,         11.726858  ,          233.88298  , 1.0                  ,                  263.0,            0.0         ,              280.8557    ,             0.057968218 , 9.726858                , 11.261307109374997        , MRI_FRR_264     , SHOULDER    , KNEE          , 175651,         
       0,   20,         0.04293615  ,         11.549825  ,          245.4328   , 0.0                  ,                  263.0,            0.0         ,              280.8557    ,             0.057968218 , 11.549825               , -0.2885128906249861       , MRI_FRR_34      , SHOULDER    , KNEE          , 175651,         
       0,   21,         0.043530878 ,         11.709806  ,          257.1426   , 6.0                  ,                  269.0,            0.0         ,              280.8557    ,             0.057968218 , -0.2901939999999996     , 0.0016871093749841        , MRI_FRR_257     , SHOULDER    , KNEE          , 175651,         
       0,   22,         0.044079486 ,         11.857382  ,          269.0      , -269.0               ,                    0.0,            0.0         ,              280.8557    ,             0.057968218 , 11.857381999999973      , -11.855712890625          , MRI_FRR_264     , SHOULDER    , KNEE          , 175651,         
       1,    1,         0.047204997 ,         16.285725  ,           32.630444 , -304.0               ,                    0.0,            0.0         ,                0.0       ,             0.0529767   , 16.285725000000014      , 32.630444                 , MRI_MSR_100     , SHOULDER    , KNEE          , 175651,         
       1,    2,         0.047505442 ,         16.389378  ,           49.01982  , 8.0                  ,                    8.0,           20.669209    ,               20.669209  ,             0.0529767   , -4.279830526611328      , 28.350611473388675        , MRI_MSR_104     , LEG         , SHOULDER      , 175651,         
       1,    3,         0.04794076  ,         16.539562  ,           65.55939  , 33.0                 ,                   41.0,           20.717848    ,               41.387054  ,             0.0529767   , 4.17828582409668        , 24.17233555664062         , MRI_MSR_34      , LEG         , SHOULDER      , 175651,         
       1,    4,         0.04833057  ,         16.674047  ,           82.23344  , 8.0                  ,                   49.0,           20.717546    ,               62.1046    ,             0.0529767   , -4.043499463012694      , 20.128841000976564        , MRI_FRR_257     , LEG         , SHOULDER      , 175651,         
       1,    5,         0.048686657 ,         16.796896  ,           99.030334 , 10.0                 ,                   59.0,           20.717403    ,               82.82201   ,             0.0529767   , -3.920507411865234      , 16.20832777441406         , MRI_FRR_264     , LEG         , SHOULDER      , 175651,         
       1,    6,         0.048272125 ,         16.653883  ,          115.68422  , 4.0                  ,                   63.0,           20.717432    ,              103.53944   ,             0.0529767   , -4.063549022094726      , 12.144783659667963        , MRI_CCS_11      , LEG         , SHOULDER      , 175651,         
       1,    7,         0.04809135  ,         16.591515  ,          132.27573  , 28.0                 ,                   91.0,           20.717283    ,              124.25672   ,             0.0529767   , 4.125768248901366       , 8.019008503417979         , MRI_FRR_264     , LEG         , SHOULDER      , 175651,         
       1,    8,         0.047864363 ,         16.513205  ,          148.78893  , 159.0                ,                  250.0,           20.712       ,              144.96872   ,             0.0529767   , 4.198794893188477       , -3.82021051757812         , MRI_CCS_11      , LEG         , SHOULDER      , 175651,         
       1,    9,         0.047704972 ,         16.458216  ,          165.24715  , 1.0                  ,                  251.0,           20.68566     ,              165.65437   ,             0.0529767   , -4.227443408569336      , 0.4072231689453076        , MRI_FRR_257     , LEG         , SHOULDER      , 175651,         
       1,   10,         0.048272654 ,         16.654066  ,          181.90121  , 10.0                 ,                  261.0,           20.615507    ,              186.26988   ,             0.0529767   , -3.961441125854492      , 4.368672202148446         , MRI_FRR_264     , LEG         , SHOULDER      , 175651,         
       1,   11,         0.04823753  ,         16.641947  ,          198.54317  , 0.0                  ,                  261.0,           20.30203     ,              206.57191   ,             0.0529767   , -3.660083563354494      , 8.028744672851559         , MRI_FRR_264     , LEG         , SHOULDER      , 175651,         
       1,   12,         0.04726708  ,         16.307142  ,          214.85031  , 2.0                  ,                  263.0,           19.13934     ,              225.71126   ,             0.0529767   , -2.832197447021485      , 10.860947934570303        , MRI_FRR_257     , LEG         , SHOULDER      , 175651,         
       1,   13,         0.047287818 ,         16.314297  ,          231.16461  , 18.0                 ,                  281.0,           15.835179    ,              241.54643   ,             0.0529767   , -0.4791176710815428     , 10.381822495117175        , MRI_FRR_264     , LEG         , SHOULDER      , 175651,         
       1,   14,         0.0466417   ,         16.091387  ,          247.256    , 15.0                 ,                  296.0,            9.420613    ,              250.96704   ,             0.0529767   , -4.4879997111206045     , 3.711041015625            , MRI_CCS_11      , LEG         , SHOULDER      , 175651,         
       1,   15,         0.04659479  ,         16.075203  ,          263.3312   , 5.0                  ,                  301.0,            2.5834174   ,              253.55046   ,             0.0529767   , 8.658620415618895       , -9.780739184570336        , MRI_FRR_257     , LEG         , SHOULDER      , 175651,         
       1,   16,         0.047315482 ,         16.323841  ,          279.65506  , 1.0                  ,                  302.0,            0.0         ,              253.55046   ,             0.0529767   , 14.323841000000002      , -26.104599184570304       , MRI_FRR_264     , LEG         , SHOULDER      , 175651,         
       1,   17,         0.046623744 ,         16.085192  ,          295.74026  , 0.0                  ,                  302.0,            0.0         ,              253.55046   ,             0.0529767   , 16.085192               , -42.18979918457029        , MRI_FRR_34      , LEG         , SHOULDER      , 175651,         
       1,   18,         0.047397494 ,         16.352135  ,          312.0924   , 6.0                  ,                  308.0,            0.0         ,              253.55046   ,             0.0529767   , 4.3521350000000005      , -50.35713918457032        , MRI_FRR_257     , LEG         , SHOULDER      , 175651,         
       1,   19,         0.04783367  ,         16.502617  ,          328.59503  , 37.0                 ,                  345.0,            0.0         ,              253.55046   ,             0.0529767   , -16.502617              , -75.04456918457032        , MRI_FRR_264     , LEG         , SHOULDER      , 175651,         
       1,   20,         0.047550753 ,         16.40501   ,          345.00003  , -345.0               ,                    0.0,            0.0         ,              253.55046   ,             0.0529767   , 16.405010000000004      , 91.4495691845703          , MRI_MPT_1005    , LEG         , SHOULDER      , 175651,         
       2,    1,         0.034077056 ,          8.21257   ,           16.454891 , -367.0               ,                    0.0,            0.0         ,                0.0       ,             0.060231507 , 8.212570000000028       , 16.454891                 , MRI_MSR_100     , LEG         , SHOULDER      , 175651,         
       2,    2,         0.03429394  ,          8.264839  ,           24.71973  , 24.0                 ,                   24.0,           20.705572    ,               20.705572  ,             0.060231507 , 12.440733128295898      , -2.574697871704103        , MRI_MSR_104     , HEAD        , LEG           , 175651,         
       2,    3,         0.034669396 ,          8.355325  ,           33.075054 , 1.0                  ,                   25.0,           20.728615    ,               41.43419   ,             0.060231507 , -12.373289807128906     , -8.359134842773436        , MRI_FRR_257     , HEAD        , LEG           , 175651,         
       2,    4,         0.034901544 ,          8.411272  ,           41.48633  , 6.0                  ,                   31.0,           20.728548    ,               62.162735  ,             0.060231507 , -12.317276049926758     , -20.67640498535156        , MRI_MSR_34      , HEAD        , LEG           , 175651,         
       2,    5,         0.035143744 ,          8.469643  ,           49.95597  , 13.0                 ,                   44.0,           20.728165    ,               82.8909    ,             0.060231507 , -3.197807672851562      , -32.934929658203124       , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       2,    6,         0.034766044 ,          8.378616  ,           58.334587 , 28.0                 ,                   72.0,           20.72812     ,              103.61902   ,             0.060231507 , 12.349504803833009      , -17.9536055546875         , MRI_MPT_1005    , HEAD        , LEG           , 175651,         
       2,    7,         0.034705684 ,          8.36407   ,           66.698654 , 8.0                  ,                   80.0,           20.727945    ,              124.34696   ,             0.060231507 , -12.36387532775879      , -31.04561597509766        , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       2,    8,         0.03454196  ,          8.324613  ,           75.02327  , 3.0                  ,                   83.0,           20.727694    ,              145.07466   ,             0.060231507 , -12.403080557739258     , -54.09793125488281        , MRI_CCS_11      , HEAD        , LEG           , 175651,         
       2,    9,         0.034682814 ,          8.358559  ,           83.38183  , 41.0                 ,                  124.0,           20.727436    ,              165.8021    ,             0.060231507 , 12.368877065673828      , -1.183923505859369        , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       2,   10,         0.034549337 ,          8.32639   ,           91.70822  , 2.0                  ,                  126.0,           20.722654    ,              186.52475   ,             0.060231507 , -12.396264342651367     , -26.23296975585937        , MRI_FRR_257     , HEAD        , LEG           , 175651,         
       2,   11,         0.03481668  ,          8.39082   ,          100.099045 , 11.0                 ,                  137.0,           20.715292    ,              207.24004   ,             0.060231507 , -7.106111976928711      , -33.33908101074219        , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       2,   12,         0.03452256  ,          8.319937  ,          108.41898  , 1.0                  ,                  138.0,           20.703941    ,              227.94397   ,             0.060231507 , -12.384004345214844     , -60.362949726562505       , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       2,   13,         0.033865146 ,          8.1615    ,          116.58048  , 17.0                 ,                  155.0,           20.699516    ,              248.6435    ,             0.060231507 , 5.138983703613281       , -55.223973652343744       , MRI_CCS_11      , HEAD        , LEG           , 175651,         
       2,   14,         0.033649944 ,          8.109636  ,          124.69012  , 17.0                 ,                  172.0,           20.686344    ,              269.32983   ,             0.060231507 , 5.204019853271484       , -50.01995398437499        , MRI_CCS_11      , HEAD        , LEG           , 175651,         
       2,   15,         0.033970367 ,          8.186858  ,          132.87697  , 40.0                 ,                  212.0,           20.676134    ,              290.00598   ,             0.060231507 , 12.48927610949707       , 1.1170485546875           , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       2,   16,         0.03384918  ,          8.157652  ,          141.03462  , 1.0                  ,                  213.0,           20.47951     ,              310.4855    ,             0.060231507 , -12.321857353637697     , -25.52012415039061        , MRI_FRR_257     , HEAD        , LEG           , 175651,         
       2,   17,         0.034346458 ,          8.277496  ,          149.31212  , 8.0                  ,                  221.0,           19.487543    ,              329.97305   ,             0.060231507 , -11.210047106079102     , -37.28517297851562        , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       2,   18,         0.034463733 ,          8.305759  ,          157.61787  , 0.0                  ,                  221.0,           14.231893    ,              344.20496   ,             0.060231507 , -5.926133585754394      , -59.82282605468751        , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       2,   19,         0.034228057 ,          8.248961  ,          165.86684  , 1.0                  ,                  222.0,            2.9053798   ,              347.11032   ,             0.060231507 , 5.34358122781372        , -68.97716104492187        , MRI_FRR_257     , HEAD        , LEG           , 175651,         
       2,   20,         0.034573186 ,          8.332138  ,          174.19897  , 8.0                  ,                  230.0,            0.0         ,              347.11032   ,             0.060231507 , -7.667861999999999      , -61.30929104492188        , MRI_FRR_264     , HEAD        , LEG           , 175651,         
       2,   21,         0.03457254  ,          8.331983  ,          182.53096  , 0.0                  ,                  230.0,            0.0         ,              347.11032   ,             0.060231507 , 8.331983                , -69.64128104492187        , MRI_CCS_11      , HEAD        , LEG           , 175651,         
       2,   22,         0.034651708 ,          8.351062  ,          190.88202  , 3.0                  ,                  233.0,            0.0         ,              347.11032   ,             0.060231507 , 2.3510620000000007      , -71.99234104492189        , MRI_FRR_257     , HEAD        , LEG           , 175651,         
       2,   23,         0.035002187 ,          8.435527  ,          199.31755  , 0.0                  ,                  233.0,            0.0         ,              347.11032   ,             0.060231507 , 8.435527                , -80.42787104492189        , MRI_FRR_264     , HEAD        , LEG           , 175651,         
